title,author,company,abstract
Attitudes Toward Blockchain Technology in Managing Medical Information: Survey Study,"Yong Sauk Hau, Jae Min Lee, Jaechan Park, Min Cheol Chang",J Med Internet Res 2019;21(12):e15870,"Background: The recently developed blockchain technology uses a peer-to-peer network to distribute data to all participants for storage. This method enhances data safety, reliability, integrity, and transparency. To successfully introduce blockchain technology to medical data management, it is essential to obtain consent from medical doctors and patients.Objective: The aim of this study was to examine medical doctors’ and patients’ attitudes toward the use of blockchain technology and interpret the findings within the framework of expectancy theory.Methods: In this questionnaire survey, we examined medical doctors’ (n=90) and patients’ (n=90) attitudes toward the use of blockchain technology in the management and distribution of medical information. The questionnaire comprised 8 questions that assessed attitudes toward new means of managing and distributing medical information using blockchain technology. Responses were rated on a scale that ranged from 1 (very negative) to 7 (very positive).Results: Medical doctors (mean 3.7-5.0) reported significantly more negative attitudes than patients (mean 6.3-6.8). Furthermore, self-employed doctors reported more negative attitudes than employed doctors and university professors.Conclusions: To successfully introduce blockchain technology to medical data management, it is necessary to promote positive attitudes toward this technology among medical doctors, especially self-employed doctors."
Secure and Scalable mHealth Data Management Using Blockchain Combined With Client Hashchain: System Design and Validation,"Tomomitsu Motohashi, Tomonobu Hirano, Kosuke Okumura, Makiko Kashiyama, Daisuke Ichikawa, Taro Ueno",J Med Internet Res 2019;21(5):e13385,"Background: Blockchain is emerging as an innovative technology for secure data management in many areas, including medical practice. A distributed blockchain network is tolerant against network fault, and the registered data are resistant to tampering and revision. The technology has a high affinity with digital medicine like mobile health (mHealth) and provides reliability to the medical data without labor-intensive third-party contributions. On the other hand, the reliability of the medical data is not insured before registration to the blockchain network. Furthermore, there are issues with regard to how the clients' mobile devices should be dealt with and authenticated in the blockchain network in order to avoid impersonation.Objective: The aim of the study was to design and validate an mHealth system that enables the compatibility of the security and scalability of the medical data using blockchain technology.Methods: We designed an mHealth system that sends medical data to the blockchain network via relay servers. The architecture provides scalability and convenience of operation of the system. In order to ensure the reliability of the data from clients' mobile devices, hash values with chain structure (client hashchain) were calculated in the clients' devices and the results were registered on the blockchain network.Results: The system was applied and deployed in mHealth for insomnia treatment. Clinical trials for mHealth were conducted with insomnia patients. Medical data of the recruited patients were successfully registered with the blockchain network via relay servers along with the hashchain calculated on the clients' mobile devices. The correctness of the data was validated by identifying illegal data, which were made by simulating fraudulent access.Conclusions: Our proposed mHealth system, blockchain combined with client hashchain, ensures compatibility of security and scalability in the data management of mHealth medical practice.Trial Registration: UMIN Clinical Trials Registry UMIN000032951; https://upload.umin.ac.jp/cgi-open- bin/ctr_e/ctr_view.cgi?recptno=R000037564 (Archived by WebCite at http://www.webcitation.org/78HP5iFIw)"
Benefits of Blockchain Initiatives for Value-Based Care: Proposed Framework,"Rongen Zhang, Amrita George, Jongwoo Kim, Veneetia Johnson, Balasubramaniam Ramesh",J Med Internet Res 2019;21(9):e13595,"Background: The potential of blockchain technology to achieve strategic goals, such as value-based care, is increasingly being recognized by both researchers and practitioners. However, current research and practices lack comprehensive approaches for evaluating the benefits of blockchain applications.Objective: The goal of this study was to develop a framework for holistically assessing the performance of blockchain initiatives in providing value-based care by extending the existing balanced scorecard (BSC) evaluation framework.Methods: Based on a review of the literature on value-based health care, blockchain technology, and methods for evaluating initiatives in disruptive technologies, we propose an extended BSC method for holistically evaluating blockchain applications in the provision of value-based health care. The proposed method extends the BSC framework, which has been extensively used to measure both financial and nonfinancial performance of organizations. The usefulness of our proposed framework is further demonstrated via a case study.Results: We describe the extended BSC framework, which includes five perspectives (both financial and nonfinancial) from which to assess the appropriateness and performance of blockchain initiatives in the health care domain.Conclusions: The proposed framework moves us toward a holistic evaluation of both the financial and nonfinancial benefits of blockchain initiatives in the context of value-based care and its provision."
Design Choices and Trade-Offs in Health Care Blockchain Implementations: Systematic Review,"Odhran O'Donoghue, Anuraag A Vazirani, David Brindley, Edward Meinert",J Med Internet Res 2019;21(5):e12426,"Background: A blockchain is a list of records that uses cryptography to make stored data immutable; their use has recently been proposed for electronic medical record (EMR) systems. This paper details a systematic review of trade-offs in blockchain technologies that are relevant to EMRs. Trade-offs are defined as “a compromise between two desirable but incompatible features.”Objective: This review’s primary research question was: “What are the trade-offs involved in different blockchain designs that are relevant to the creation of blockchain-based electronic medical records systems?”Methods: Seven databases were systematically searched for relevant articles using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA). Papers published from January 1, 2017 to June 15, 2018 were selected. Quality assessments of papers were performed using the Risk Of Bias In Non-randomized Studies—of Interventions (ROBINS-I) tool and the Critical Assessment Skills Programme (CASP) tool. Database searches identified 2885 articles, of which 15 were ultimately included for analysis.Results: A total of 17 trade-offs were identified impacting the design, development, and implementation of blockchain systems; these trade-offs are organized into themes, including business, application, data, and technology architecture.Conclusions: The key findings concluded the following: (1) multiple trade-offs can be managed adaptively to improve EMR utility; (2) multiple trade-offs involve improving the security of blockchain systems at the cost of other features, meaning EMR efficacy highly depends on data protection standards; and (3) multiple trade-offs result in improved blockchain scalability. Consideration of these trade-offs will be important to the specific environment in which electronic medical records are being developed. This review also uses its findings to suggest useful design choices for a hypothetical National Health Service blockchain.registered-report: RR2-10.2196/10994"
Data Validation and Verification Using Blockchain in a Clinical Trial for Breast Cancer: Regulatory Sandbox,"Tomonobu Hirano, Tomomitsu Motohashi, Kosuke Okumura, Kentaro Takajo, Taiyo Kuroki, Daisuke Ichikawa, Yutaka Matsuoka, Eisuke Ochi, Taro Ueno",J Med Internet Res 2020;22(6):e18938,"Background: The integrity of data in a clinical trial is essential, but the current data management process is too complex and highly labor-intensive. As a result, clinical trials are prone to consuming a lot of budget and time, and there is a risk for human-induced error and data falsification. Blockchain technology has the potential to address some of these challenges.Objective: The aim of the study was to validate a system that enables the security of medical data in a clinical trial using blockchain technology.Methods: We have developed a blockchain-based data management system for clinical trials and tested the system through a clinical trial for breast cancer. The project was conducted to demonstrate clinical data management using blockchain technology under the regulatory sandbox enabled by the Japanese Cabinet Office.Results: We verified and validated the data in the clinical trial using the validation protocol and tested its resilience to data tampering. The robustness of the system was also proven by survival with zero downtime for clinical data registration during a Amazon Web Services disruption event in the Tokyo region on August 23, 2019.Conclusions: We show that our system can improve clinical trial data management, enhance trust in the clinical research process, and ease regulator burden. The system will contribute to the sustainability of health care services through the optimization of cost for clinical trials."
Examining the Potential of Blockchain Technology to Meet the Needs of 21st-Century Japanese Health Care: Viewpoint on Use Cases and Policy,"Tim Ken Mackey, Hirofumi Bekki, Tokio Matsuzaki, Hiroshi Mizushima",J Med Internet Res 2020;22(1):e13649,"unstructured: Japan is undergoing a major population health transition as its society ages, and it continues to experience low birth rates. An aging Japan will bring new challenges to its public health system, highlighted as a model for universal health coverage (UHC) around the world. Specific challenges Japan’s health care system will face include an increase in national public health expenditures, higher demand for health care services, acute need for elder and long-term care, shortage of health care workers, and disparities between health care access in rural versus urban areas. Blockchain technology has the potential to address some of these challenges, but only if a health blockchain is conceptualized, designed, localized, and deployed in a way that is compatible with Japan’s centralized UHC-centric public health system. Blockchain solutions must also be adaptive to opportunities and barriers unique to Japan’s national health and innovation policy, including its regulatory sandbox system, while also seeking to learn from blockchain adoption in the private sector and in other countries. This viewpoint outlines the major opportunities and potential challenges to blockchain adoption for the future of Japan’s health care."
Using Blockchain Technology to Manage Clinical Trials Data: A Proof-of-Concept Study,"David M Maslove, Jacob Klein, Kathryn Brohman, Patrick Martin",JMIR Med Inform 2018;6(4):e11949,"Background: Blockchain technology is emerging as an innovative tool in data and software security.Objective: This study aims to explore the role of blockchain in supporting clinical trials data management and develop a proof-of-concept implementation of a patient-facing and researcher-facing system.Methods: Blockchain-based Smart Contracts were built using the Ethereum platform.Results: We described BlockTrial, a system that uses a Web-based interface to allow users to run trials-related Smart Contracts on an Ethereum network. Functions allow patients to grant researchers access to their data and allow researchers to submit queries for data that are stored off chain. As a type of distributed ledger, the system generates a durable and transparent log of these and other transactions. BlockTrial could be used to increase the trustworthiness of data collected during clinical research with benefits to researchers, regulators, and drug companies alike. In addition, the system could empower patients to become more active and fully informed partners in research.Conclusions: Blockchain technology presents an opportunity to address some of the common threats to the integrity of data collected in clinical trials and ensure that the analysis of these data comply with prespecified plans. Further technical work is needed to add additional functions. Policies must be developed to determine the optimal models for participation in the system by its various stakeholders."
The Potential of Blockchain Technology for Health Information Exchange: Experimental Study From Patients’ Perspectives,"Pouyan Esmaeilzadeh, Tala Mirzaei",J Med Internet Res 2019;21(6):e14184,"Background: Nowadays, a number of mechanisms and tools are being used by health care organizations and physicians to electronically exchange the personal health information of patients. The main objectives of different methods of health information exchange (HIE) are to reduce health care costs, minimize medical errors, and improve the coordination of interorganizational information exchange across health care entities. The main challenges associated with the common HIE systems are privacy concerns, security risks, low visibility of system transparency, and lack of patient control. Blockchain technology is likely to disrupt the current information exchange models utilized in the health care industry.Objective: Little is known about patients’ perceptions and attitudes toward the implementation of blockchain-enabled HIE networks, and it is still not clear if patients (as one of the main HIE stakeholders) are likely to opt in to the applications of this technology in HIE initiatives. Thus, this study aimed at exploring the core value of blockchain technology in the health care industry from health care consumers’ views.Methods: To recognize the potential applications of blockchain technology in health care practices, we designed 16 information exchange scenarios for controlled Web-based experiments. Overall, 2013 respondents participated in 16 Web-based experiments. Each experiment described an information exchange condition characterized by 4 exchange mechanisms (ie, direct, lookup, patient-centered, and blockchain), 2 types of health information (ie, sensitive vs nonsensitive), and 2 types of privacy policy (weak vs strong).Results: The findings show that there are significant differences in patients’ perceptions of various exchange mechanisms with regard to patient privacy concern, trust in competency and integrity, opt-in intention, and willingness to share information. Interestingly, participants hold a favorable attitude toward the implementation of blockchain-based exchange mechanisms for privacy protection, coordination, and information exchange purposes. This study proposed the potentials and limitations of a blockchain-based attempt in the HIE context.Conclusions: The results of this research should be of interest to both academics and practitioners. The findings propose potential limitations of a blockchain-based HIE that should be addressed by health care organizations to exchange personal health information in a secure and private manner. This study can contribute to the research in the blockchain area and enrich the literature on the use of blockchain in HIE efforts. Practitioners can also identify how to leverage the benefit of blockchain to promote HIE initiatives nationwide."
Is Blockchain Technology Suitable for Managing Personal Health Records? Mixed-Methods Study to Test Feasibility,"Yu Rang Park, Eunsol Lee, Wonjun Na, Sungjun Park, Yura Lee, Jae-Ho Lee",J Med Internet Res 2019;21(2):e12533,"Background: There are many perspectives on the advantages of introducing blockchain in the medical field, but there are no published feasibility studies regarding the storage, propagation, and management of personal health records (PHRs) using blockchain technology.Objective: The purpose of this study was to investigate the usefulness of blockchains in the medical field in relation to transactions with and propagation of PHRs in a private blockchain.Methods: We constructed a private blockchain network using Ethereum version 1.8.4 and conducted verification using the de-identified PHRs of 300 patients. The private blockchain network consisted of one hospital node and 300 patient nodes. In order to verify the effectiveness of blockchain-based PHR management, PHRs at a time were loaded in a transaction between the hospital and patient nodes and propagated to the whole network. We obtained and analyzed the time and gas required for data transaction and propagation on the blockchain network. For reproducibility, these processes were repeated 100 times.Results: Of 300 patient records, 74 (24.7%) were not loaded in the private blockchain due to the data block size of the transaction block. The remaining 226 individual health records were classified into groups A (80 patients with outpatient visit data less than 1 year old), B (84 patients with outpatient data from between 1 and 3 years before data collection), and C (62 patients with outpatient data 3 to 5 years old). With respect to mean transaction time in the blockchain, C (128.7 seconds) had the shortest time, followed by A (132.2 seconds) and then B (159.0 seconds). The mean propagation times for groups A, B, and C were 1494.2 seconds, 2138.9 seconds, and 4111.4 seconds, respectively; mean file sizes were 5.6 KB, 18.6 KB, and 45.38 KB, respectively. The mean gas consumption values were 1,900,767; 4,224,341; and 4,112,784 for groups A, B, and C, respectively.Conclusions: This study confirms that it is possible to exchange PHR data in a private blockchain network. However, to develop a blockchain-based PHR platform that can be used in practice, many improvements are required, including reductions in data size, improved personal information protection, and reduced operating costs."
Application of a Blockchain Platform to Manage and Secure Personal Genomic Data: A Case Study of LifeCODE.ai in China,"Xiao-Ling Jin, Miao Zhang, Zhongyun Zhou, Xiaoyu Yu",J Med Internet Res 2019;21(9):e13587,"Background: The rapid development of genetic and genomic technologies, such as next-generation sequencing and genome editing, has made disease treatment much more precise and effective. The technologies’ value can only be realized by the aggregation and analysis of people’s genomic and health data. However, the collection and sharing of genomic data has many obstacles, including low data quality, information islands, tampering distortions, missing records, leaking of private data, and gray data transactions.Objective: This study aimed to prove that emerging blockchain technology provides a solution for the protection and management of sensitive personal genomic data because of its decentralization, traceability, encryption algorithms, and antitampering features.Methods: This paper describes the case of a blockchain-based genomic big data platform, LifeCODE.ai, to illustrate the means by which blockchain enables the storage and management of genomic data from the perspectives of data ownership, data sharing, and data security.Results: Blockchain opens up new avenues for dealing with data ownership, data sharing, and data security issues in genomic big data platforms and realizes the psychological empowerment of individuals in the platform.Conclusions: The blockchain platform provides new possibilities for the management and security of genetic data and can help realize the psychological empowerment of individuals in the process, and consequently, the effects of data self-governance, incentive-sharing, and security improvement can be achieved. However, there are still some problems in the blockchain that have not been solved, and which require continuous in-depth research and innovation in the future."
Tamper-Resistant Mobile Health Using Blockchain Technology,"Daisuke Ichikawa, Makiko Kashiyama, Taro Ueno",JMIR Mhealth Uhealth 2017;5(7):e111,"Background: Digital health technologies, including telemedicine, mobile health (mHealth), and remote monitoring, are playing a greater role in medical practice. Safe and accurate management of medical information leads to the advancement of digital health, which in turn results in a number of beneficial effects. Furthermore, mHealth can help lower costs by facilitating the delivery of care and connecting people to their health care providers. Mobile apps help empower patients and health care providers to proactively address medical conditions through near real-time monitoring and treatment, regardless of the location of the patient or the health care provider. Additionally, mHealth data are stored in servers, and consequently, data management that prevents all forms of manipulation is crucial for both medical practice and clinical trials.Objective: The aim of this study was to develop and evaluate a tamper-resistant mHealth system using blockchain technology, which enables trusted and auditable computing using a decentralized network.Methods: We developed an mHealth system for cognitive behavioral therapy for insomnia using a smartphone app. The volunteer data collected with the app were stored in JavaScript Object Notation format and sent to the blockchain network. Thereafter, we evaluated the tamper resistance of the data against the inconsistencies caused by artificial faults.Results: Electronic medical records collected using smartphones were successfully sent to a private Hyperledger Fabric blockchain network. We verified the data update process under conditions where all the validating peers were running normally. The mHealth data were successfully updated under network faults. We further ensured that any electronic health record registered to the blockchain network was resistant to tampering and revision. The mHealth data update was compatible with tamper resistance in the blockchain network.Conclusions: Blockchain serves as a tamperproof system for mHealth. Combining mHealth with blockchain technology may provide a novel solution that enables both accessibility and data transparency without a third party such as a contract research organization."
Using Blockchain Technology to Mitigate Challenges in Service Access for the Homeless and Data Exchange Between Providers: Qualitative Study,"Anjum Khurshid, Vivian Rajeswaren, Steven Andrews",J Med Internet Res 2020;22(6):e16887,"Background: In the homeless population, barriers to housing and supportive services include a lack of control or access to data. Disparate data formats and storage across multiple organizations hinder up-to-date intersystem access to records and a unified view of an individual’s health and documentation history. The utility of blockchain to solve interoperability in health care is supported in recent literature, but the technology has yet to be tested in real-life conditions encompassing the complex regulatory standards in the health sector.Objective: This study aimed to test the feasibility and performance of a blockchain system in a homeless community to securely store and share data across a system of providers in the health care ecosystem.Methods: We performed a series of platform demonstrations and open-ended qualitative feedback interviews to determine the key needs and barriers to user and stakeholder adoption. Account creation and data transactions promoting organizational efficiency and improved health outcomes in this population were tested with homeless users and service providers.Results: Persons experiencing homelessness and care organizations could successfully create accounts, grant and revoke data sharing permissions, and transmit documents across a distributed network of providers. However, there were issues regarding the security of shared data, user experience and adoption, and organizational preparedness for service providers as end users. We tested a set of assumptions related to these problems within the project time frame and contractual obligations with an existing blockchain-based platform.Conclusions: Blockchain technology provides decentralized data sharing, validation, immutability, traceability, and integration. These core features enable a secure system for the management and distribution of sensitive information. This study presents a concrete evaluation of the effectiveness of blockchain through an existing platform while revealing limitations from the perspectives of user adoption, cost-effectiveness, scalability, and regulatory frameworks."
Cloud Health Resource Sharing Based on Consensus-Oriented Blockchain Technology: Case Study on a Breast Tumor Diagnosis Service,"Xiaobao Zhu, Jing Shi, Cuiyuan Lu",J Med Internet Res 2019;21(7):e13767,"Background: In recent years, researchers have made significant efforts in advancing blockchain technology. This technology, with distinct features of decentralization and security, can be applied to many fields. In areas of health data and resource sharing, applications of blockchain technology are also emerging.Objective: In this study, we propose a cloud health resource-sharing model based on consensus-oriented blockchain technology and have developed a simulation study on breast tumor diagnosis.Methods: The proposed platform is built on a consortium or federated blockchain that possesses features of both centralization and decentralization. The consensus mechanisms generate operating standards for the proposed model. Open source Ethereum code is employed to provide the blockchain environment. Proof of Authority is selected as the consensus algorithm of block generation.Results: Based on the proposed model, a simulation case study for breast tumor classification is constructed. The simulation includes 9893 service requests from 100 users; 22 service providers are equipped with 22 different classification methods. Each request is fulfilled by a service provider recommended by the weighted k-nearest neighbors (KNN) algorithm. The majority of service requests are handled by 9 providers, and provider service evaluation scores tend to stabilize. Also, user priority on KNN weights significantly affects the system operation outcome.Conclusions: The proposed model is feasible based on the simulation case study for the cloud service of breast tumor diagnosis and has the potential to be applied to other applications."
Supporting Heart Failure Patient Transitions From Acute to Community Care With Home Telemonitoring Technology: A Protocol for a Provincial Randomized Controlled Trial (TEC4Home),Lynn TEC4Home Healthcare Innovation Community,JMIR Res Protoc 2016;5(4):e198,"Background: Seniors with chronic diseases such as heart failure have complex care needs. They are vulnerable to their condition deteriorating and, without timely intervention, may require multiple emergency department visits and/or repeated hospitalizations. Upon discharge, the transition from the emergency department to home can be a vulnerable time for recovering patients with disruptions in the continuity of care. Remote monitoring of heart failure patients using home telemonitoring, coupled with clear communication protocols between health care professionals, can be effective in increasing the safety and quality of care for seniors with heart failure discharged from the emergency department.Objective: The aim of the Telehealth for Emergency-Community Continuity of Care Connectivity via Home Telemonitoring (TEC4Home) study is to generate evidence through a programmatic evaluation and a clinical trial to determine how home telemonitoring may improve care and increase patient safety during the transition of care and determine how it is best implemented to support patients with heart failure within this context.Methods: This 4-year project consists of 3 studies to comprehensively evaluate the outcomes and effectiveness of TEC4Home. Study 1 is a feasibility study with 90 patients recruited from 2 emergency department sites to test implementation and evaluation procedures. Findings from the feasibility study will be used to refine protocols for the larger trial. Study 2 is a cluster randomized controlled trial that will include 30 emergency department sites and 900 patients across British Columbia. The primary outcome of the randomized controlled trial will be emergency department revisits and hospital readmission rates. Secondary outcomes include health care resource utilization/costs, communication between members of the care team, and patient quality of life. Study 3 will run concurrently to study 2 and test the effectiveness of predictive analytic software to detect patient deterioration sooner.Results: It is hypothesized that TEC4Home will be a cost-effective strategy to decrease 90-day emergency department revisits and hospital admission rates and improve comfort and quality of life for seniors with heart failure. The results from this project will also help establish an innovation pathway for rapid and rigorous introduction of innovation into the health system.Conclusions: While there is some evidence about the effectiveness of home telemonitoring for some patients and conditions, the TEC4Home project will be one of the first protocols that implements and evaluates the technology for patients with heart failure as they transition from the emergency department to home care. The results from this research are expected to inform the full scale and spread of the home monitoring approach throughout British Columbia and Canada and to other chronic diseases.Trial Registration: ClinicalTrials.gov NCT02821065; https://clinicaltrials.gov/ct2/show/NCT02821065 (Archived by WebCite at http://www.webcitation.org/6ml2iwKax)"
Using Blockchain to Create Transaction Identity for Persons Experiencing Homelessness in America: Policy Proposal,"Anjum Khurshid, Ashish Gadnis",JMIR Res Protoc 2019;8(3):e10654,"unstructured: More than 500,000 people experience homelessness in America each day. Local and federal solutions to the problem have had limited success because of the fragmentation of services and lack of valid and timely information. Billions of dollars spent to provide reliable, timely, and actionable information in health care have exposed the difficulty of establishing such a system using the prevalent information technology solutions. However, relying on successful examples of the use of blockchain to help refugee populations and poor farmers internationally, we have partnered to propose an innovative solution to this problem using the case of people experiencing homelessness in Austin, Texas. This paper aims to describe one of the first applications of blockchain technology for addressing homelessness in the United States by creating a digital identity for people experiencing homelessness and engaging emergency medical services and clinical providers. The authors argue that a lack of documentation to prove personal identity and the inability to access own records are major hurdles for empowering persons experiencing homelessness to be resilient and overcome the life challenges they face. Furthermore, it is argued that this lack of information causes misdiagnosis, duplication, and fragmentation in service delivery, which can be potentially addressed by blockchain technology. Further planning for creating a program on the ground with additional funding will demonstrate the results of using blockchain technology to establish digital identity for persons experiencing homelessness."
Blockchain-Enabled iWellChain Framework Integration With the National Medical Referral System: Development and Usability Study,"Yu-Sheng Lo, Cheng-Yi Yang, Hsiung-Fei Chien, Shy-Shin Chang, Chung-Ying Lu, Ray-Jade Chen",J Med Internet Res 2019;21(12):e13563,"Background: Medical referral is the transfer of a patient’s care from one physician to another upon request. This process involves multiple steps that require provider-to-provider and provider-to-patient communication. In Taiwan, the National Health Insurance Administration (NHIA) has implemented a national medical referral (NMR) system, which encourages physicians to refer their patients to different health care facilities to reduce unnecessary hospital visits and the financial stress on the national health insurance. However, the NHIA’s NMR system is a government-based electronic medical referral service, and its referral data access and exchange are limited to authorized clinical professionals using their national health smart cards over the NHIA virtual private network. Therefore, this system lacks scalability and flexibility and cannot establish trusting relationships among patients, family doctors, and specialists.Objective: To eliminate the existing restrictions of the NHIA’s NMR system, this study developed a scalable, flexible, and blockchain-enabled framework that leverages the NHIA’s NMR referral data to build an alliance-based medical referral service connecting health care facilities.Methods: We developed a blockchain-enabled framework that can integrate patient referral data from the NHIA’s NMR system with electronic medical record (EMR) and electronic health record (EHR) data of hospitals and community-based clinics to establish an alliance-based medical referral service serving patients, clinics, and hospitals and improve the trust in relationships and transaction security. We also developed a blockchain-enabled personal health record decentralized app (DApp) based on our blockchain-enabled framework for patients to acquire their EMR and EHR data; DApp access logs were collected to assess patients’ behavior and investigate the acceptance of our personal authorization-controlled framework.Results: The constructed iWellChain Framework was installed in an affiliated teaching hospital and four collaborative clinics. The framework renders all medical referral processes automatic and paperless and facilitates efficient NHIA reimbursements. In addition, the blockchain-enabled iWellChain DApp was distributed for patients to access and control their EMR and EHR data. Analysis of 3 months (September to December 2018) of access logs revealed that patients were highly interested in acquiring health data, especially those of laboratory test reports.Conclusions: This study is a pioneer of blockchain applications for medical referral services, and the constructed framework and DApp have been applied practically in clinical settings. The iWellChain Framework has the scalability to deploy a blockchain environment effectively for health care facilities; the iWellChain DApp has potential for use with more patient-centered applications to collaborate with the industry and facilitate its adoption."
"Conversational Interfaces for Health: Bibliometric Analysis of Grants, Publications, and Patents","Zhaopeng Xing, Fei Yu, Jian Du, Jennifer S. Walker, Claire B. Paulson, Nandita S. Mani, Lixin Song",J Med Internet Res 2019;21(11):e14672,"Background: Conversational interfaces (CIs) in different modalities have been developed for health purposes, such as health behavioral intervention, patient self-management, and clinical decision support. Despite growing research evidence supporting CIs’ potential, CI-related research is still in its infancy. There is a lack of systematic investigation that goes beyond publication review and presents the state of the art from perspectives of funding agencies, academia, and industry by incorporating CI-related public funding and patent activities.Objective: This study aimed to use data systematically extracted from multiple sources (ie, grant, publication, and patent databases) to investigate the development, research, and fund application of health-related CIs and associated stakeholders (ie, countries, organizations, and collaborators).Methods: A multifaceted search query was executed to retrieve records from 9 databases. Bibliometric analysis, social network analysis, and term co-occurrence analysis were conducted on the screened records.Results: This review included 42 funded projects, 428 research publications, and 162 patents. The total dollar amount of grants awarded was US $30,297,932, of which US $13,513,473 was awarded by US funding agencies and US $16,784,459 was funded by the Europe Commission. The top 3 funding agencies in the United States were the National Science Foundation, National Institutes of Health, and Agency for Healthcare Research and Quality. Boston Medical Center was awarded the largest combined grant size (US $2,246,437) for 4 projects. The authors of the publications were from 58 countries and 566 organizations; the top 3 most productive organizations were Northeastern University (United States), Universiti Teknologi MARA (Malaysia), and the French National Center for Scientific Research (CNRS; France). US researchers produced 114 publications. Although 82.0% (464/566) of the organizations engaged in interorganizational collaboration, 2 organizational research-collaboration clusters were observed with Northeastern University and CNRS as the central nodes. About 112 organizations from the United States and China filed 87.7% patents. IBM filed most patents (N=17). Only 5 patents were co-owned by different organizations, and there was no across-country collaboration on patenting activity. The terms patient, child, elderly, and robot were frequently discussed in the 3 record types. The terms related to mental and chronic issues were discussed mainly in grants and publications. The terms regarding multimodal interactions were widely mentioned as users’ communication modes with CIs in the identified records.Conclusions: Our findings provided an overview of the countries, organizations, and topic terms in funded projects, as well as the authorship, collaboration, content, and related information of research publications and patents. There is a lack of broad cross-sector partnerships among grant agencies, academia, and industry, particularly in the United States. Our results suggest a need to improve collaboration among public and private sectors and health care organizations in research and patent activities."
The Impact of a Social Networking Service–Enhanced Smart Care Model on Stage 5 Chronic Kidney Disease: Quasi-Experimental Study,"Feng-Jung Yang, Ying-Hui Hou, Ray-E Chang",J Med Internet Res 2020;22(4):e15565,"Background: Stage 5 chronic kidney disease (CKD) presents a high risk for dialysis initiation and for complications such as uremic encephalopathy, uremic symptoms, gastrointestinal bleeding, and infection. One of the most common barriers to health care for patients with stage 5 CKD is poor continuity of care due to unresolved communication gaps.Objective: Our aim was to establish a powerful care model that includes the use of a social networking service (SNS) to improve care quality for patients with CKD and safely delay dialysis initiation.Methods: We used a retrospective cohort of CKD patients aged 20-85 years who received care between 2007 and 2017 to evaluate the efficacy of incorporating an SNS into the health care system. In 2014, author F-JY, a nephrologist at the National Taiwan University Hospital Yunlin Branch, started to use an SNS app to connect with stage 5 CKD patients and their families. In cases of emergency, patients and families could quickly report any condition to F-JY. Using this app, F-JY helped facilitate productive interactions between these patients and the health care system. The intention was to safely delay the initiation of dialysis therapy. We divided patients into four groups: group 1 (G1) included patients at the study hospital during the 2007-2014 period who had contact only with nephrologists other than F-JY; group 2 (G2) included patients who visited F-JY during the 2007-2014 period before he began using the SNS app; group 3 (G3) included patients who visited nephrologists other than F-JY during the 2014-2017 period and had no interactions using the SNS; and group 4 (G4) included patients who visited F-JY during the 2014-2017 period and interacted with him using the SNS app.Results: We recruited 209 patients with stage 5 CKD who had been enrolled in the study hospital’s CKD program between 2007 and 2017. Each of the four groups initiated dialysis at different times. Before adjusting for baseline estimated glomerular filtration rate (eGFR), the G4 patients had a longer time to dialysis (mean 761.7 days, SD 616.2 days) than the other groups (G1: mean 403.6 days, SD 409.4 days, P=.011 for G4 vs G1; G2: 394.8 days, SD 318.8 days, P=.04; G3: 369.1 days, SD 330.8 days, P=.049). After adjusting for baseline eGFR, G4 had a longer duration for each eGFR drop (mean 84.8 days, SD 65.1 days) than the other groups (G1: mean 43.5 days, SD 45.4 days, P=.005; G2: mean 42.5 days, SD 26.5 days, P=.03; G3: mean 3.8.7 days, SD 33.5 days, P=.002).Conclusions: The use of an SNS app between patients with stage 5 CKD and their physicians can reduce the communication gap between them and create benefits such as prolonging time-to-dialysis initiation. The role of SNSs and associated care models should be further investigated in a larger population."
